"","id","freq","text"
"19","184276761901678593",114,"Pls RT if you agree that #ObamaCare must be repealed"
"20","183267904530300929",108,"If you're proud of Obamacare and tired of the other side using it as a dirty word, complete this sentence: #ILikeObamacare because..."
"21","184076655801802752",105,"Leftists, when you express outrage that a 71-year-old got a heart transplant, you demonstrate why we don't want you controlling healthcare."
"22","218042873176801280",103,"Tomorrow, nine people who get free government healthcare will let us know what the rest of us get."
"23","215536454976286721",100,"Obamacare was 2700 pages &amp; that's too much to read; AG Holder turns in 7600 pages on Fast &amp; Furious and it's not enough."
"24","218379721438793728",91,"It's time now for a  #FullRepeal of #Obamacare! Click &amp; Retweet if you agree! http://t.co/rge5B851"
"25","185477908578566145",87,"NBC's Andrea Mitchell says Cuba ""highly regarded for its health care."" Also notable for it's vibrant amateur sailing industry. #tcot"
"26","183307488752451585",81,"Oral arguments on Obamacare start next Monday, March 26, before the Supreme Court. Voting out Obama starts on Nov. 6."
"27","218349868320702464",77,"The fight for #FullRepeal begins NOW. The way to get rid of #Obamacare is to defeat Obama in November."
"28","264812020640129026",77,"RT @MonicaCrowley: Can't WAIT for the govt to run our healthcare! --&gt; ""FEMA Out of Water, No Delivery Until Monday"" http://t.co/OU7A5 ..."
"29","183256087586291712",76,"Try and figure out the Obamacare flowchart. Warning: This may cause you to lose your lunch. http://t.co/azwRClLs"
"30","218403990679977984",76,"The House will vote for #FullRepeal of ObamaCare on July 11. http://t.co/Zf7zpu46"
"31","266040877552656385",76,"RT @realDonaldTrump: House of Representatives shouldn't give anything to Obama unless he terminates Obamacare."
"32","184321663171706880",74,"RT if you join with me in opposing this mandate on hard working Americans and support conservative solutions to healthcare. #hcr #withnewt"
"33","219487236612296704",73,"I will not implement Obamacare in LA.  I will work to elect @MittRomney and repeal Obamacare."
"34","218360756297662465",71,"On July 11th, the House will once again vote to repeal ObamaCare.  #healthcare #fullrepeal"
"35","266188972441612288",71,"RT @HopeRealtor: I own a small business...as of today.  I will be laying off 10 of my 60 employees...Thanks Obamacare."
"36","183321668490510336",68,"Presidents tried to reform health care for nearly a century. This one got it done: http://t.co/bnWEvHBt #ILikeObamacare"
"37","217267769647964160",68,"Remember, no matter what the Supreme Court justices decide about government healthcare, they'll still have it. #comforting #SCOTUS"
"38","218151551703846914",68,"RT @AriFleischer: RT this if you want the Supreme Court to strike down Obamacare."
"39","218348504500797442",65,"RT @marcorubio: #SCOTUS upholds #Obamacare because it is a #taxincrease. I thought @barackobama said it wasnt a #tax? #sayfie #tcot"
"40","218703538069569537",65,"Congressman Paul Ryan points out that Obamacare includes 21 taxes, 12 of which affect earners less than 200,000, taxes will dominate debate"
"41","263276256047542272",64,"I fear that the outrage about Romney wanting to eliminate FEMA will make us forget he wants to eliminate Planned Parenthood &amp; healthcare."
"42","219210178661322752",63,"FACT: Thanks to the #ACA, health insurers have to spend at least 80% of your premium on your health care, or you get a rebate. #progress"
"43","265215781367844864",63,"RT @DennisDMZ: Democrats will eventually do away with Obamacare when it is mandated that you need a photo ID to participate in the system."
"44","218481092582318080",62,"RT @iowahawkblog: The last time Democrats gloated this hard after a health care victory, they lost 60 House seats. #victory"
"45","218348601708003330",61,"Out: The #Obamacare mandate. In: The massive, regressive, oppressive #Obamacare TAX."
"46","218472839249010688",59,"Romney said today 'Obamacare' add trillions to the deficit. False. http://t.co/EnnR7wg1"
"47","184387564868861956",58,"RT @omi66: #ILikeObamacare because I'm tired of using bake sales and car washes as means to pay for a kids cancer treatment."
"48","218362767592259585",57,"The House will vote to fully repeal Obamacare on July 11."
"49","183267724124880897",56,"Happy birthday to Obamacare: two years in, the Affordable Care Act is making millions of Americans' lives better every day."
"50","184361944415866880",55,"Decent health insurance should not be just a perk for the rich. http://t.co/fyEAzqcP #ILikeObamacare"
